
2018-12-23 14:04:31 Файл: C:\OSPanel\domains\php2\App\Classes\DB.php Строка: 55 Описание: Ошибка 404 - не найдено Код: 42
2018-12-23 14:05:01 Файл: C:\OSPanel\domains\php2\App\Classes\DB.php Строка: 55 Описание: Ошибка 404 - не найдено Код: 42
2018-12-23 14:05:18 Файл: C:\OSPanel\domains\php2\autoload.php Строка: 13 Описание: Ошибка 404 - не найдено Код: 42
2018-12-23 14:06:04 Файл: C:\OSPanel\domains\php2\App\Classes\DB.php Строка: 28 Описание: Нет соединения с БД Код: 1049
